ID,FACILITY NAME,LICENSEE,COMPANY,ADDRESS,,latitude,longitude,CITY,POSTAL CODE,PROVINCE,COUNTRY,LHIN,TYPE,HOSPITAL,CLASS,Total,A,B,C,D,Upgraded D,New,Long Stay,Convalescent Care,Respite,ELDCAP,Veterans' Priority Access,Beds in Abeyance (BIA),Designated Specialized Unit,Other,Interim,LS License Expiry,Up for Redev.,MANAGED BY
Unknown,LADY DUNN HEALTH CENTRE (WAWA),Lady Dunn Health Centre,Lady Dunn Health Centre,17 Government Road,,,,Wawa,P0S 1K0,Ontario,Canada,North East,Not-For-Profit,,,16,,,,,,,,,,,,,,,,Unknown,,
NH1840b,CREEDAN VALLEY CARE COMMUNITY,2063412 Ontario Limited as General Partner of 2063412 Investment LP,Sienna Senior Living,143 Mary Street,"44.326538, -80.0998687",44.32654,-80.09987,Creemore,L0M 1G0,Ontario,Canada,North Simcoe Muskoka,For-Profit,,C,95,,,95,,,,95,,,,,,,,,6/30/2025,Yes,
NH1824,OWEN HILL CARE COMMUNITY,2063414 Ontario Limited as general partner of 2063414 Investment LP,Sienna Senior Living,130 Owen Street,"44.39510809999999, -79.6902125",44.39511,-79.69021,Barrie,L4M 3H7,Ontario,Canada,North Simcoe Muskoka,For-Profit,,C,57,,,57,,,,57,,,,,,,,,6/30/2025,Yes,
HF2111,PINECREST,Board Of Management Of The District Of Kenora,Board Of Management Of The District Of Kenora,1220 Valley Drive,"34.0824589, -86.02742239999999",34.08246,-86.02742,Kenora,P9N 2W7,Ontario,Canada,North West,Municipal,,C,116,,,116,,,,113,,,,3,,,,,Municipal,Yes,
NH4585,LAKELAND LONG TERM CARE SERVICES CORPORATION,Lakeland Long Term Care Services Corporation,Lakeland Long Term Care Services Corporation,6 Albert Street,,,,Parry Sound,P2A 3A4,Ontario,Canada,North East,Not-For-Profit,,A,110,110,,,,,,90,,,20,,,,,,Unknown,,
H12120,MANITOULIN CENTENNIAL MANOR HOME FOR THE AGED,Manitoulin Centennial Manor Home For The Aged Board Of Management,Manitoulin Centennial Manor Home For The Aged Board Of Management,70 Robinson Street,,,,Little Current,P0P 1K0,Ontario,Canada,North East,Municipal,,A,60,60,,,,,,60,,,,,,,,,Municipal,,Extendicare Assist
H22087,NORTH CENTENNIAL MANOR,North Centennial Manor Inc.,North Centennial Manor Inc.,2 Kimberly Drive,,,,Kapuskasing,P5N 1L5,Ontario,Canada,North East,Not-For-Profit,,A,77,77,,,,,,77,,,,,,,,1,Unknown,,
Unknown,SMOOTH ROCK FALLS HOSPITAL,Smooth Rock Falls Hospital,Smooth Rock Falls Hospital,107 Kelly Road,,,,Smooth Rock Falls,P0L 2B0,Ontario,Canada,North East,Not-For-Profit,,,20,,,,,,,,,,,,,,,,Unknown,,
NH4374,ST. JOSEPH'S MANOR,St. Joseph's General Hospital Elliot Lake,St. Joseph's General Hospital Elliot Lake,70 Spine Road,,,,Elliot Lake,P5A 1X2,Ontario,Canada,North East,Not-For-Profit,,A,45,64,,,,,,60,,,,4,,,,,6/30/2030,,
NH1871,HEARTWOOD,Revera Long Term Care Inc.,Revera,201-11th Street East,,,,Cornwall,K6H 2Y6,Ontario,Canada,Champlain,For-Profit,,B / C,118,,61,57,,,,118,,,,,,,,,6/30/2025,Yes,
HF2152,RAINYCREST,Riverside Health Care Facilities Inc,Riverside Health Care Facilities Inc,550 Osborne Street,"48.6175701, -93.3895289",48.61757,-93.38953,Fort Frances,P9A 3T2,Ontario,Canada,North West,Not-For-Profit,,C,158,,,158,,,,148,4,2,,4,,,,6,6/30/2025,Yes,Extendicare Assist
NH2109,BIRCHWOOD TERRACE,CVH (No. 2) LP,Southbridge,237 Lakeview Drive,"40.4654765, -80.1683444",40.46548,-80.16834,Kenora,P9N 4J7,Ontario,Canada,North West,For-Profit,,C,96,,,96,,,,96,,,,,,,,,6/30/2025,Yes,Extendicare Assist
NH2181,SOUTHBRIDGE LAKEHEAD,Southbridge Care Homes,Southbridge,135 South Vickers Street,"48.38273849999999, -89.2516007",48.38274,-89.25160,Thunder Bay,P7E 1J2,Ontario,Canada,North West,For-Profit,,C,131,,,131,,,,122,9,,,,,,,,6/30/2020,Yes,Extendicare Assist
NH4428,"ST. JOSEPH'S VILLA, SUDBURY",St. Joseph's Health Centre,St. Joseph's Health Centre,1250 South Bay Road,,,,Sudbury,P3E 6L9,Ontario,Canada,North East,Not-For-Profit,,A,128,128,,,,,,128,,,,,,,,,6/30/2030,,
NH1265,PERTH COMMUNITY CARE CENTRE,Arch Long Term Care LP,Arch Long Term Care LP,101 Christie Lake Road,"44.90432819999999, -76.2709769",44.90433,-76.27098,Perth,K7H 3C6,Ontario,Canada,South East,For-Profit,,C,121,,,121,,,,121,,,,,,,,,6/30/2025,Yes,
NH1268,BROADVIEW NURSING CENTRE,Broadview Nursing Centre Limited,Broadview Nursing Centre Limited,210 Brockville Street,"44.8880821, -76.02062269999999",44.88808,-76.02062,Smiths Falls,K7A 3Z4,Ontario,Canada,South East,For-Profit,,C,75,,,75,,,,73,,,,2,,,,,2025,Yes,
NH3301,CARESSANT CARE MARMORA,Caressant-Care Nursing And Retirement Homes Limited,Caressant Care,58 Bursthall Street,"44.4807148, -77.67732939999999",44.48071,-77.67733,Marmora,K0K 2M0,Ontario,Canada,South East,For-Profit,,C,84,,,84,,,,84,,,,,,,,,6/30/2025,Yes,
NH4725,ST. GABRIEL'S VILLA OF SUDBURY,St. Joseph's Health Centre,St. Joseph's Health Centre,4690 Municipal Road 15,,,,Chelmsford,P0M 1L0,Ontario,Canada,North East,Not-For-Profit,,A,128,128,,,,,,128,,,,,,,,,3/27/2036,,
H11791,H.J. MCFARLAND MEMORIAL HOME,Corporation of the County Of Prince Edward,County Of Prince Edward,603 Highway 49 Hallowell Township,"44.0251118, -77.1373261",44.02511,-77.13733,Picton,K0K 2T0,Ontario,Canada,South East,Municipal,,C,84,,,84,,,,82,,,,2,,,,,Municipal,Yes,
NH1096,EXTENDICARE KINGSTON,Extendicare (Canada) Inc.,Extendicare,309 Queen Mary Road,"44.2393925, -76.53536919999999",44.23939,-76.53537,Kingston,K7M 6P4,Ontario,Canada,South East,For-Profit,,C,150,,,150,,,,150,,,,,,,1,,6/30/2025,Yes,
NH3952,VILLA MINTO,The Lady Minto Hospital At Cochrane,The Lady Minto Hospital At Cochrane,241 Eighth Street,,,,Cochrane,P0L 1C0,Ontario,Canada,North East,Not-For-Profit,,A,33,33,,,,,,33,,,,,,,,,Unknown,,
NH1288,HILLTOP MANOR NURSING HOME LIMITED,Hilltop Manor Nursing Home,Hilltop Manor Nursing Home,1005 St Lawrence Street,"44.9091769, -75.8345367",44.90918,-75.83454,Merrickville,K0G 1N0,Ontario,Canada,South East,For-Profit,,C,60,,,60,,,,58,,,,2,,,,,6/30/2025,Yes,
NH4351,THE WEST NIPISSING GENERAL HOSPITAL,The West Nipissing General Hospital,The West Nipissing General Hospital,725 Coursol Road,,,,Sturgeon Falls,P2B 2Y6,Ontario,Canada,North East,Not-For-Profit,,A,10,10,,,,,,,,,,,,,10,38,2020,,
NH2925,E. J. MCQUIGGE LODGE,Keay Nursing Homes Inc.,Keay Nursing Homes Inc.,38 Black Diamond Road,"44.1980248, -77.3902873",44.19802,-77.39029,Cannifton,K0K 1K0,Ontario,Canada,South East,For-Profit,,C,56,,,56,,,,56,,,,,,,,1,6/30/2025,Yes,
NH1282,ROSEBRIDGE MANOR,Omni Health Care Group,OMNI,131 Roses Bridge Road,"44.8422124, -75.8902991",44.84221,-75.89030,Jasper,K0G 1G0,Ontario,Canada,South East,For-Profit,,C,78,,,78,,,,78,,,,,,,,,6/30/2025,Yes,
NH3114,THE VILLAGE GREEN NURSING HOME,Omni Health Care Group,OMNI,166 Pleasant Drive,#ERROR!,#ERROR!,,Selby,K0K 2Z0,Ontario,Canada,South East,For-Profit,,C,66,,,66,,,,66,,,,,,,,,6/30/2025,Yes,
NH1789,KENTWOOD PARK,Omni Health Care Limited Partnership,OMNI,2 Ontario Street,"42.3055771, -71.7861805",42.30558,-71.78618,Picton,K0K 2T0,Ontario,Canada,South East,For-Profit,,C,45,,,45,,,,45,,,,,,,,,6/30/2025,Yes,
Unknown,TIMMINS AND DISTRICT HOSPITAL,Timmins And District Hospital L'hopital De Timmins Et Du Districts,Timmins And District Hospital,700 Ross Avenue East,,,,Timmins,P4N 8P2,Ontario,Canada,North East,Not-For-Profit,Yes,,12,,,,,,,,,,,,,,,,Unknown,,
54499,TECK PIONEER RESIDENCE,Corporation Of The Town Of Kirkland Lake,Town Of Kirkland Lake,145A Government Road East,,,,Kirkland Lake,P2N 3P4,Ontario,Canada,North East,Municipal,,A,81,81,,,,,,81,,,,,,,,,Municipal,,
H11859,GEORGIAN MANOR HOME FOR THE AGED,Corporation Of The County Of Simcoe,County Of Simcoe,101 Thompsons Road,,,,Penetanguishene,L9M 0V3,Ontario,Canada,North Simcoe Muskoka,Municipal,,A,143,143,,,,,,136,5,2,,,,,,,Municipal,,
H11857,TRILLIUM MANOR HOME FOR THE AGED,Corporation Of The County Of Simcoe,County Of Simcoe,12 Grace Avenue,,,,Orillia,L3V 2K2,Ontario,Canada,North Simcoe Muskoka,Municipal,,A,122,122,,,,,,121,,1,,,,,,,Municipal,,
H11839,SUNSET MANOR HOME FOR SENIOR CITIZENS,Corporation Of The County Of Simcoe,County Of Simcoe,49 Raglan Street,,,,Collingwood,L9Y 4X1,Ontario,Canada,North Simcoe Muskoka,Municipal,,A,150,150,,,,,,148,,2,,,,,,,Municipal,,
NH4313,MUSKOKA LANDING,Huntsville District Nursing Home Inc.,Jarlette,65 Rogers Cove Drive,,,,Huntsville,P1H 2L9,Ontario,Canada,North Simcoe Muskoka,For-Profit,,A,94,94,,,,,,92,,2,,,,,,,6/30/2030,,
NH1798,WEST LAKE TERRACE,Omni Health Care Group,OMNI,"1673 County Road, 12","43.9272, -77.2581144",43.92720,-77.25811,Picton,K0K 2T0,Ontario,Canada,South East,For-Profit,,C,47,,,47,,,,47,,,,,,,,,6/30/2025,Yes,
NH4312,ROBERTA PLACE,Barrie Long Term Care Inc.,Jarlette,503 Essa Road,,,,Barrie,L4N 9E4,Ontario,Canada,North Simcoe Muskoka,For-Profit,,A,139,139,,,,,,137,,2,,,,,,1,6/30/2030,,
NH4294,LEACOCK CARE CENTRE,Orillia Long Term Care Centre,Jarlette,25 Museum Drive,,,,Orillia,L3V 7T9,Ontario,Canada,North Simcoe Muskoka,For-Profit,,A,145,145,,,,,,139,,1,,5,,,,,6/30/2030,,
NH4716,MILL CREEK CARE CENTRE,Mill Creek Care Centre,Mill Creek Care Centre,286 Hurst Drive,,,,Barrie,L4N 0Z3,Ontario,Canada,North Simcoe Muskoka,Not-For-Profit,,A,160,160,,,,,,160,,,,,,,,,8/15/2035,,Responsive Health Management
NH3300,MAPLEWOOD,Omni Health Care Group,OMNI,12 Maplewood Avenue,"40.5832107, -74.30046589999999",40.58321,-74.30047,Brighton,K0K 1H0,Ontario,Canada,South East,For-Profit,,C,49,,,49,,,,49,,,,,,,,,6/30/2025,Yes,
H11522,THE PINES,The District Of The Municipality Of Muskoka,Municipality Of Muskoka,98 Pine Street,,,,Bracebridge,P1L 1N5,Ontario,Canada,North Simcoe Muskoka,Municipal,,A,160,160,,,,,,157,,,,3,,,,,Municipal,,Extendicare Assist
NH4120,MUSKOKA SHORES CARE COMMUNITY,2063412 Ontario Limited as General Partner of 2063412 Investment LP,Sienna Senior Living,200 Kelly Drive,,,,Gravenhurst,P1P 1P3,Ontario,Canada,North Simcoe Muskoka,For-Profit,,A,194,194,,,,,,182,12,,,,,,,12,7/22/1905,,
H22850,SAINT LUKE'S PLACE,Saint Luke's Place,Saint Luke's Place,1624 Franklin Boulevard,,,,Cambridge,N3C 3P4,Ontario,Canada,Waterloo Wellington,Not-For-Profit,,B / C,114,,81,33,,,,108,,2,,4,,,,,6/30/2025,Yes,
NH4651,SPENCER HOUSE INC.,Spencer House Inc.,Spencer House Inc.,835 West Ridge Blvd.,,,,Orillia,L3V 8B3,Ontario,Canada,North Simcoe Muskoka,Not-For-Profit,,A,160,160,,,,,,160,,,,,,,,,2031,,2063414 Investment Lp
NH1787,HALLOWELL HOUSE,Revera Long Term Care Inc.,Revera,13628 Loyalist Parkway,"43.9942019, -77.1810026",43.99420,-77.18100,Picton,K0K 2T0,Ontario,Canada,South East,For-Profit,,C,97,,,97,,,,95,,2,,,,,,,6/30/2025,Yes,
Unknown,MIDDLESEX TERRACE,APANS Health Services,APANS Health Services,2094 Gideon Drive,"42.9234008, -81.42519419999999",42.92340,-81.42519,Delaware,N0L 1E0,Ontario,Canada,South West,For-Profit,,C,105,,,,,,,,,,,,,,,,6/30/2025,Yes,
NH4634,BOB RUMBALL HOME FOR THE DEAF,The Ontario Long-Term Care Home for the Deaf,The Ontario Long-Term Care Home for the Deaf,1 Royal Parkside Drive,,,,Barrie,L4M 0C4,Ontario,Canada,North Simcoe Muskoka,Not-For-Profit,,A,64,64,,,,,,64,,,,,,,,,2031,,
NH1472,CRAIGHOLME,Craigwiel Gardens,Craigwiel Gardens,221 Main Street,"42.109003, -86.48017399999999",42.10900,-86.48017,Ailsa Craig,N0M 1A0,Ontario,Canada,South West,Not-For-Profit,,C,83,,,83,,,,82,,1,,,,,,,6/30/2025,Yes,
NH1485,EXTENDICARE LONDON,Extendicare (Canada) Inc.,Extendicare,860 Waterloo Street,"43.0004077, -81.2485331",43.00041,-81.24853,London,N6A 3W6,Ontario,Canada,South West,For-Profit,,C,170,,,170,,,,169,,1,,,,,,,6/30/2025,Yes,
NH4427,VICTORIA VILLAGE MANOR,Victoria Village Inc.,Victoria Village Inc.,78 Ross Street,,,,Barrie,L4N 1G3,Ontario,Canada,North Simcoe Muskoka,Not-For-Profit,,A,128,128,,,,,,127,,1,,,,,,,6/30/2030,,Specialty Care Inc.
NH4145,WOODS PARK CARE CENTRE,Woods Park Care Centre Inc.,Woods Park Care Centre Inc.,110 Lillian Crescent,,,,Barrie,L4N 5H7,Ontario,Canada,North Simcoe Muskoka,For-Profit,,,123,,,,,,,108,15,,,,,,,,6/30/2030,,Sienna Senior Living
Unknown,ATIKOKAN GENERAL HOSPITAL,Atikokan General Hospital,Atikokan General Hospital,120 Dorothy Street,,,,Atikokan,P0T 1C0,Ontario,Canada,North West,Not-For-Profit,Yes,,26,,,,,,,,,,,,,,,,Unknown,,
HF3742,NORTHWOOD LODGE,Board Of Management Of The District Of Kenora,Board Of Management Of The District Of Kenora,51 Highway 105,,,,Red Lake,P0V 2M0,Ontario,Canada,North West,Municipal,,A,32,32,,,,,,32,,,,,,,,,Municipal,,
HF4261,PRINCESS COURT,Board Of Management Of The District Of Kenora,Board Of Management Of The District Of Kenora,Princess Street,,,,Dryden,P8N 2Z4,Ontario,Canada,North West,Municipal,,A,97,97,,,,,,96,,1,,,,,,,Municipal,,
NH3638,THE VILLAGE OF WINSTON PARK,Schlegel Villages Inc.,Schlegel Villages Inc.,695 Block Line Road,,,,Kitchener,N2E 3K1,Ontario,Canada,Waterloo Wellington,For-Profit,,B,95,,95,,,,,91,,,,4,,,,,6/30/2025,Yes,
NH1931,PINEHAVEN NURSING HOME,Schlegel Villages Inc.,Schlegel Villages Inc.,229 Lexington Road,,,,Waterloo,N2K 2E1,Ontario,Canada,Waterloo Wellington,For-Profit,,B,85,,85,,,,,85,,,,,,,,,6/30/2025,Yes,
NH3638,THE VILLAGE AT UNIVERSITY GATES,Schlegel Villages Inc.,Schlegel Villages Inc.,250 Laurelwood Drive,,,,Waterloo,N2J 0E2,Ontario,Canada,Waterloo Wellington,For-Profit,,B,95,,95,,,,,91,,,,4,,,,,6/30/2025,Yes,
Unknown,GRANDVIEW LODGE,The Corporation Of The City Of Thunder Bay,City Of Thunder Bay,200 Lillie Street,,,,Thunder Bay,P7C 5Y2,Ontario,Canada,North West,Municipal,,,150,,,,,,,,,,,,,,,,Municipal,,
HF3743,PIONEER RIDGE,The Corporation Of The City Of Thunder Bay,City Of Thunder Bay,750 Tungsten Street,,,,Thunder Bay,P7B 6R1,Ontario,Canada,North West,Municipal,,A,150,150,,,,,,145,,,,5,,,,,Municipal,,
NH2928,EXTENDICARE PORT STANLEY,Extendicare (Canada) Inc.,Extendicare,4551 East Road,#ERROR!,#ERROR!,,Port Stanley,N5L 1J6,Ontario,Canada,South West,For-Profit,,C,60,,,60,,,,59,,1,,,,,,,6/30/2025,Yes,
Unknown,GERALDTON DISTRICT HOSPITAL,Geraldton District Hospital,Geraldton District Hospital,500 Hogarth Avenue West,,,,Geraldton,P0T 1M0,Ontario,Canada,North West,Not-For-Profit,Yes,,19,,,,,,,,,,,,,,,,Unknown,,
H23556,SHALOM MANOR LONG TERM CARE HOME,Shalom Manor Long Term Care Home,Shalom Manor Long Term Care Home,12 Bartlett Avenue,,,,Grimsby,L3M 4N5,Ontario,Canada,HNHB,Not-For-Profit,,A / New,144,37,,,,,107,144,,,,,,,,,6/30/2035,,
NH3619,SHALOM VILLAGE NURSING HOME,Shalom Village Nursing Home,Shalom Village Nursing Home,70 Macklin Street North,,,,Hamilton,L8S 3S1,Ontario,Canada,HNHB,Not-For-Profit,,B / New,124,,60,,,,64,109,15,,,,,,,3,6/30/2030,Yes,
NH3584,ROYAL TERRACE,Shanti Enterprises Limited,Shanti Enterprises Limited,600 Whites Road,,,,Palmerston,N0G 2P0,Ontario,Canada,Waterloo Wellington,For-Profit,,B,67,,67,,,,,67,,,,,,,,,6/30/2025,Yes,
Unknown,GOLDEN DAWN NURSING HOME,Golden Dawn Senior Citizen Home,Golden Dawn Senior Citizen Home,80 Main Street,"43.169998, -78.691285",43.17000,-78.69129,Lion's Head,N0H 1W0,Ontario,Canada,South West,Not-For-Profit,,C,45,,,,,,,,,,,,,,,,6/30/2025,Yes,
Unknown,MEADOW PARK (LONDON) INC.,Jarlette Health Services,Jarlette,1210 Southdale Road East,"42.9466701, -81.20204799999999",42.94667,-81.20205,London,N6E 1B4,Ontario,Canada,South West,For-Profit,,C,123,,,119,,,,119,,3,,,,1,,4,6/30/2025,,
NH1476,COUNTRY TERRACE,Omni Health Care Group,OMNI,10072 Oxbow Drive,"42.9585399, -81.43772709999999",42.95854,-81.43773,Komoka,N0L 1R0,Ontario,Canada,South West,For-Profit,,C,120,,,120,,,,119,,1,,,,,,,6/30/2025,Yes,
Unknown,MANITOUWADGE GENERAL HOSPITAL,Manitouwadge General Hospital,Manitouwadge General Hospital,1 Health Care Crescent,,,,Manitouwadge,P0T 2C0,Ontario,Canada,North West,Not-For-Profit,,,9,,,,,,,,,,,,,,,,Unknown,,
Unknown,NIPIGON DISTRICT MEMORIAL HOSPITAL,Nipigon District Memorial Hospital,Nipigon District Memorial Hospital,125 Hogan Road,,,,Nipigon,P0T 2J0,Ontario,Canada,North West,Not-For-Profit,,,15,,,,,,,,,,,,,,,,Unknown,,
Unknown,WILKES TERRACE,North of Superior Healthcare Group,North of Superior Healthcare Group,20B Cartier Road,,,,Terrace Bay,P0T 2W0,Ontario,Canada,North West,Not-For-Profit,,New,22,,,,,,,,,,,,,,,,5/3/2041,,
NH1278,SHERWOOD PARK MANOR,Sherwood Park Manor,Sherwood Park Manor,1814 County Road #2 East,,,,Brockville,K6V 5T1,Ontario,Canada,South East,Not-For-Profit,,A / C,107,32,,75,,,,107,,,,,,,,,1/16/2021,Yes,
Unknown,RAINY RIVER HEALTH CENTRE,Riverside Health Care Facilities Inc,Riverside Health Care Facilities Inc,114 Fourth Street,,,,Rainy River,P0W 1L0,Ontario,Canada,North West,Not-For-Profit,,,21,,,,,,,,,,,,,,,,Unknown,,
Unknown,PEOPLE CARE CENTRE,Peoplecare Inc.,Peoplecare Inc.,198 Mornington Street,"43.3770286, -80.9806751",43.37703,-80.98068,Stratford,N5A 5G3,Ontario,Canada,South West,For-Profit,,C,60,,,58,,,,58,,2,,,,,,,6/30/2025,,peopleCare
Unknown,EMO HEALTH CENTRE,Riverside Health Care Facilities Inc.,Riverside Health Care Facilities Inc.,170 Front Street ,,,,Emo,P0W 1E0,Ontario,Canada,North West,Not-For-Profit,,,12,,,,,,,,,,,,,,,,Unknown,,
Unknown,PEOPLECARE TAVISTOCK,Peoplecare Inc.,Peoplecare Inc.,28 William Street North,#ERROR!,#ERROR!,,Tavistock,N0B 2R0,Ontario,Canada,South West,For-Profit,,C,100,,,99,,,,99,,1,,,,,,,6/30/2025,,
Unknown,"WILLIAM A. ""BILL"" GEORGE EXTENDED CARE FACILITY",Sioux Lookout Meno-ya-win Health Centre,Sioux Lookout Meno-ya-win Health Centre,75 Fifth Avenue,,,,Sioux Lookout,P8T 1K9,Ontario,Canada,North West,Not-For-Profit,,,20,,,,,,,,,,,,,,,,Unknown,,
NH2195,SOUTHBRIDGE PINEWOOD,Southbridge Care Homes,Southbridge,2625 Walsh Street East,,,,Thunder Bay,P7E 2E5,Ontario,Canada,North West,For-Profit,,New,128,,,,,,128,128,,,,,,,,,2/18/2031,,Extendicare Assist
NH1031,PINECREST MANOR,Revera Long Term Care Inc.,Revera,399 Bob Street,"43.955783, -81.5107106",43.95578,-81.51071,Lucknow,N0G 2H0,Ontario,Canada,South West,For-Profit,,C,61,,,61,,,,61,,,,,,,,,6/30/2025,Yes,
NH4383,SOUTHBRIDGE ROSEVIEW,Southbridge Care Homes,Southbridge,99 Shuniah Street,,,,Thunder Bay,P7A 2Z2,Ontario,Canada,North West,For-Profit,,New,157,,,,,,157,155,,,,2,,,,,Unknown,,Extendicare Assist
NH3606,CEDARVALE RETIREMENT AND CARE COMMUNITY,The Royale Development GP Corporation as general partner of The Royale Development LP,Sienna Senior Living,121 Morton Avenue,,,,Keswick,L4P 2M5,Ontario,Canada,Central,For-Profit,,B,60,,60,,,,,58,,,,2,,,,,6/30/2025,Yes,
NH1126,THE VILLAGE SENIORS COMMUNITY,Revera Long Term Care Inc.,Revera,101-10th Street,"40.7306461, -73.9886082",40.73065,-73.98861,Hanover,N4N 1M9,Ontario,Canada,South West,For-Profit,,C,70,,,70,,,,68,,,,2,,,,,6/30/2020,Yes,
NH1141,SUMMIT PLACE,Revera Long Term Care Inc.,Revera,850-4Th Street East,"44.5587761, -80.92755260000001",44.55878,-80.92755,Owen Sound,N4K 6A3,Ontario,Canada,South West,For-Profit,,C,119,,,119,,,,109,8,,,2,,,,,6/30/2025,Yes,
NH4472,HOGARTH RIVERVIEW MANOR,St. Joseph's Care Group,St. Joseph's Care Group,300 Lillie Street,,,,Thunder Bay,P7C 4Y7,Ontario,Canada,North West,Not-For-Profit,,New,160,,,,,,543,475,,2,,3,63,,,,Unknown,,Extendicare Assist
NH2919,ELMWOOD PLACE,Revera Long Term Care Inc.,Revera,46 Elmwood Place West,"42.96947429999999, -81.26520959999999",42.96947,-81.26521,London,N6J 1J2,Ontario,Canada,South West,For-Profit,,C,90,,,90,,,,76,14,,,,,,,,6/30/2020,Yes,
NH4724,ARBOUR HEIGHTS A LONG TERM CARE RESIDENCE,2109577 Ontario Limited,2109577 Ontario Limited,564 Tanner Drive,,,,Kingston,K7M 0C3,Ontario,Canada,South East,For-Profit,,A,174,174,,,,,,174,,,,,,,,,Unknown,,
NH4710,MOIRA PLACE LONG-TERM CARE HOME,Aon Inc.,Aon Inc.,415 River Street West,,,,Tweed,K0K 3J0,Ontario,Canada,South East,For-Profit,,A,118,118,,,,,,118,,,,,,,,10,2034,,
NH4434,BELMONT LONG TERM CARE FACILITY,Belcrest Nursing Homes Limited,Belcrest Nursing Homes Limited,250 Bridge Street West,,,,Belleville,K8P 5N3,Ontario,Canada,South East,For-Profit,,A,128,128,,,,,,128,,,,,,,,,2035,,
H11111,RIDEAUCREST HOME,The Corporation Of The City Of Kingston,City Of Kingston,175 Rideau Street,,,,Kingston,K7K 3H6,Ontario,Canada,South East,Municipal,,A,170,170,,,,,,165,,,,5,,,,,Municipal,,Extendicare Assist
H11294,THE JOHN M. PARROTT CENTRE,County Of Lennox And Addington,County Of Lennox And Addington,309 Bridge Street West,,,,Napanee,K7R 2G4,Ontario,Canada,South East,Municipal,,A,168,168,,,,,,165,,1,,2,,,,,Municipal,,
NH3689,PINE MEADOW NURSING HOME,Land O'Lakes Community Services Corporation,Land O'Lakes Community Services Corporation,124 Lloyd Street,,,,Northbrook,K0H 2G0,Ontario,Canada,South East,Not-For-Profit,,A,64,64,,,,,,63,,1,,,,,,,2045,,Extendicare Assist
NH4783b,LENNOX AND ADDINGTON COUNTY GENERAL HOSPITAL,Lennox and Addington County General Hospital Association,Lennox and Addington County General Hospital Association,8 Richmond Park Drive,,,,Napanee,K7R 2Z4,Ontario,Canada,South East,Municipal,,A,22,22,,,,,,,22,,,,,,,,Municipal,,
NH1751,HILLSIDE MANOR,Revera Long Term Care Inc.,Revera,R. R. #5,"43.9603729, -79.1149291",43.96037,-79.11493,Stratford,N5A 6S6,Ontario,Canada,South West,For-Profit,,C,90,,,90,,,,89,,1,,,,,,,6/30/2025,Yes,
NH1188,FRIENDLY MANOR NURSING HOME,Manorcare Partners II,Manorcare Partners II,9756 County Road #2,,,,Deseronto,K0K 1X0,Ontario,Canada,South East,For-Profit,,A,60,60,,,,,,60,,,,,,,,,6/30/2025,,Eldercare Management & Consulting Corp.
NH3659,MIDLAND GARDENS CARE COMMUNITY,2063414 Ontario Limited as general partner of 2063414 Investment LP,Sienna Senior Living,130 Midland Avenue,,,,Scarborough,M1N 4B2,Ontario,Canada,Central East,For-Profit,,B,299,,299,,,,,297,,2,,,,,,,6/30/2025,Yes,
NH3615,TRILLIUM COURT,Revera Long Term Care Inc.,Revera,550 Philip Place,"44.18148739999999, -81.6205478",44.18149,-81.62055,Kincardine,N2Z 3A6,Ontario,Canada,South West,For-Profit,,C,40,,,40,,,,40,,,,,,,,,6/30/2025,Yes,
NH3670,TRILLIUM RETIREMENT AND CARE COMMUNITY,Sienna Senior Living,Sienna Senior Living,800 Edgar Street,,,,Kingston,K7M 8S4,Ontario,Canada,South East,For-Profit,,A,187,187,,,,,,186,,1,,,,,,4,6/30/2030,,
NH1698,SECORD TRAILS CARE COMMUNITY,Sienna Senior Living,Sienna Senior Living,263 Wonham Street South,"43.032647, -80.88304769999999",43.03265,-80.88305,Ingersoll,N5C 3P6,Ontario,Canada,South West,For-Profit,,C,80,,,80,,,,78,,2,,,,,,,6/30/2025,Yes,
NH3252,BLOOMINGTON COVE CARE COMMUNITY,The Royale Development GP Corporation as general partner of The Royale Development LP,Sienna Senior Living,13621 Ninth Line,,,,Stouffville,L4A 7X3,Ontario,Canada,Central,For-Profit,,A / New,113,6,,,,,107,112,,1,,,,,,,6/30/2030,,
NH3238,MAPLE VIEW,CVH (No. 3) GP Inc. as the general partner of CVH (No. 3) LP,Southbridge,1029-4Th Avenue West,"32.6151091, -117.0739148",32.61511,-117.07391,Owen Sound,N4K 4W1,Ontario,Canada,South West,For-Profit,,C,29,,,29,,,,29,,,,,,,,,6/30/2025,Yes,
H11094,FAIRMOUNT HOME FOR THE AGED,The Corporation Of The County Of Frontenac,The Corporation Of The County Of Frontenac,2069 Battersea Road ,,,,Glenburnie,K0H 1S0,Ontario,Canada,South East,Municipal,,A,128,128,,,,,,126,,,,2,,,,,Municipal,,
H11175,HASTINGS CENTENNIAL MANOR,The Corporation Of The County Of Hastings,The Corporation Of The County Of Hastings,1 Manor Lane,,,,Bancroft,K0L 1C0,Ontario,Canada,South East,Municipal,,A,110,110,,,,,,108,,2,,,,,,,Municipal,,
NH2769,GEORGIAN HEIGHTS,CVH (No. 2) LP,Southbridge,1115-10th Street East,"33.2034378, -87.5183",33.20344,-87.51830,Owen Sound,N4K 6B1,Ontario,Canada,South West,For-Profit,,C,40,,,40,,,,40,,,,,,,,,6/30/2025,Yes,Extendicare Assist
