,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Measure ID,Application Nos,Application Stage,Application Status,Measure Code,Measure Category,Measure Type,Measure Name,Quantity,Is it Retrofit or New Construction?,Is it a New PV System or an Expansion of an Existing System?,Status of Interconnection Application,Latitude,Longitude,DC System Size (kW),Module Type,Array Type,Modelled Total System Losses (%),Tilt (deg),Azimuth (deg),Retail Electricity Rate ($/kWh),January AC Energy (kWh),February AC Energy (kWh),March AC Energy (kWh),April AC Energy (kWh),May AC Energy (kWh),June AC Energy (kWh),July AC Energy (kWh),August AC Energy (kWh),September AC Energy (kWh),October AC Energy (kWh),November AC Energy (kWh),December AC Energy (kWh),Total Annual AC Energy (kWh),Applicant Comments,Total Emissions Reduction,Total Electricity Savings,Equipment & Material Costs,Labour Cost,Design Cost,Total Cost,Actual Equipment & Material Costs,Actual Labour Cost,Actual Design Cost,Actual Total Cost,Measure Incentive,Applicable Measure Incentive,Maximum Eligible Measure Incentive,Total Eligible Measure Incentive,Maximum Applicable Measure Incentive,Total Applicable Measure Incentive,Application Stage : Application Status,AC_CALC,Comment
44,44,44,44,44,44,44,5qpvlGTrNYJmBrS7bsGZ,ESB-10575,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,New Construction,New PV System,0,49.709572,-111.658549,98,Premium,Fixed - Open Rack,25,30,180,0.08,12235,8845,8171,7721,9386,9125,6679,7540,7537,8061,9129,6604,101033,This site will offset five other sites including this one (6 IN TOTAL)The MG app has them listed as aggregate sites.  The total monthly charges will be from all the sites combined. The 5th and 6th site for the MG app is in a word document and will be uploaded at the end.,1068.3,0,118358.77,56400,14074.07,188832.84,0,0,0,0,49000,0,47208.21,47208.21,0,0,Pre-Approval : Application Submitted,113914.5,
45,45,45,45,45,45,45,659EGLR1hFDQLcadOuEg,ESB-11394,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,52.732573,-113.560943,27.6,Standard,Fixed - Open Rack,8,45,180,0.1745,2990,2900,2820,2790,2840,2200,2540,2700,2920,2870,3150,3200,33920,345W Panels,300.87,0,52135.5,11692,0,63827.5,0,0,0,0,13800,0,15956.875,13800,0,0,Pre-Approval : Application Submitted,36225.2,
46,46,46,46,46,46,46,6VtusDuKNcdHqbQzgQ41,ESB-10626,Post-Project,Application Under Review,ESB-OGZSPV-0001,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems less than 15 kW,1,New Construction,New PV System,0,50.855455,-112.78593,3.4,Standard,Fixed - Open Rack,15,45,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.76,0,2103.14,750,0,2853.14,0,0,0,0,500,0,1426.57,500,0,0,Post-Project : Application Under Review,4346,
47,47,47,47,47,47,47,6d5lNz8h1tZpmiXI0N9t,ESB-11257,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,49.611499,-111.346816,216,Premium,Fixed - Open Rack,25,30,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.67,0,306.67,649.02,0,955.69,0,0,0,0,50,0,238.92,50,0,0,Pre-Approval : Application Submitted,251356.5,
48,48,48,48,48,48,48,6ksjhPMD2ZA4XYOme3CE,ESB-10684,Pre-Project,Application Draft Under Review,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,53.51043,-113.38315,619.875,Standard,Fixed - Roof Mount,14.1,10,180,0.075,6591,16734,50068,60420,97189,104765,85213,80551,57908,27393,14195,2559,603586,"Modelled System losses are based on site specific data, equipment losses and analysis of historical production data of KCP Energy systems located nearby",6757.28,0,702938,271133,30126,1004197,0,0,0,0,309937.5,0,251049.25,251049.25,0,0,Pre-Project : Application Draft Under Review,646357.2,
49,49,49,49,49,49,49,6lE38KixRJCOnH6uRdPB,ESB-10659,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,0,0,51.03063,-114.06732,22.88,Standard,Fixed - Roof Mount,18,10,180,0.165,850,1400,2300,2700,3200,3200,3600,3000,2200,1700,930,600,25680,none,249.42,0,37957.92,7687.68,2402.4,48048,0,0,0,0,11440,0,12012,11440,0,0,Pre-Approval : Application Submitted,24648.9,
50,50,50,50,50,50,50,6t5vseP21zwAGohnDTnk,ESB-11202,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,New Construction,New PV System,0,52.778497,-111.264191,37.8,Standard,Fixed - Roof Mount,20,18.4,180,0.077,999,1823,3613,4907,6043,6257,6444,5346,3456,2208,1084,735,42915,Existing Farm but building a new shop for the solar,412.06,0,44152.75,14369.07,4782.8,63304.62,0,0,0,0,18900,0,15826.155,15826.16,0,0,Pre-Approval : Application Submitted,39328,
51,51,51,51,51,51,51,6zYCQNbOxj66sw7phIxr,ESB-10979,Pre-Project,Application Information Requested,ESB-OGZSPV-0001,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems less than 15 kW,1,Retrofit,New PV System,0,52.464,-113.729,2.72,Premium,Fixed - Roof Mount,5,27,180,8.692,343,295,280,220,171,220,180,170,220,200,280,285,2864,Plan installation when snow melts,29.65,0,3774,1884,321.6,5979.6,0,0,0,0,1768,0,1494.9,1494.9,0,0,Pre-Project : Application Information Requested,3599.1,
52,52,52,52,52,52,52,78jugqOcExrx47AKY3VO,ESB-10992,Post-Project,Application Information Requested,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,New Construction,New PV System,0,49.481127,-113.859662,49.3,Premium,Fixed - Open Rack,15,45,180,0.089,4000,3800,3700,4000,2800,3000,3500,3000,3200,3300,3400,3800,41500,,537.42,0,82084.5,7121,2000,91205.5,82084.5,7121,2000,91205.5,24650,24650,22801.375,22801.38,22801.375,22801.38,Post-Project : Application Information Requested,65376.5,
53,53,53,53,53,53,53,7MoDKnnKVwkxIYc5GZUr,ESB-11276,Post-Project,Application Draft,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,51.72332,-114.66687,16.56,Standard,Fixed - Open Rack,8,45,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.21,0,564.6,210,0,774.6,0,0,0,0,180,0,193.65,180,0,0,Post-Project : Application Draft,22526.8,
54,54,54,54,54,54,54,7QDqy0kByO8rGmbROq1d,ESB-11039,Pre-Approval,Application Submitted,ESB-OGZSPV-0001,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems less than 15 kW,1,Retrofit,New PV System,0,52.51043,-110.04681,11.04,Standard,Fixed - Open Rack,8,45,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600.47,0,8262,0,0,8262,0,0,0,0,4080,0,2065.5,2065.5,0,0,Pre-Approval : Application Submitted,14936.7,
55,55,55,55,55,55,55,7XhmK16ks0iAQOixRbNn,ESB-10917,Payment,Incentive Approved,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,New Construction,New PV System,0,49.33473447,-113.5761706,85,Premium,Fixed - Open Rack,15,45,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.89,0,5987,0,0,5987,0,0,0,0,1000,0,2993.5,1000,0,0,Payment : Incentive Approved,113954.7,
56,56,56,56,56,56,56,7YmwhNU5VrpZHSkCDLoM,ESB-11298,Payment,Incentive Payment in Progress,ESB-OGZSPV-0001,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems less than 15 kW,1,Retrofit,New PV System,0,-119.839,55.183,11.9,Standard,Fixed - Open Rack,18,30,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.17,0,2296,1620,0,3916,0,0,0,0,400,0,979,400,0,0,Payment : Incentive Payment in Progress,13426.4,Long
57,57,57,57,57,57,57,7c39vTuXudekkSAWOBgE,ESB-10730,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,0,0,49.691501,-111.708704,129,Premium,Fixed - Open Rack,5,35,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2415.91,0,130000,25000,5000,160000,0,0,0,0,38400,0,40000,38400,0,0,Pre-Approval : Application Submitted,192422.7,
58,58,58,58,58,58,58,7dOmMMlFOfRJgm6ur0Tt,ESB-10197,Pre-Approval,Application Draft Approved,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,0,0,53.5151,-113.41982,185.565,Standard,Fixed - Roof Mount,18,10,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.57,0,360,168,0,528,0,0,0,0,120,0,132,120,0,0,Pre-Approval : Application Draft Approved,185499.5,
59,59,59,59,59,59,59,7kcJbQY3pSyygtfvCTrv,ESB-10730,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,49.691377,-111.708758,77.4,Premium,Fixed - Open Rack,5,35,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.51,0,3317.88,660,0,3977.88,0,0,0,0,600,0,1988.94,600,0,0,Pre-Approval : Application Submitted,115453.6,
60,60,60,60,60,60,60,7n9fZyFvk3x8NSXEEL5X,ESB-10232,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,New Construction,New PV System,0,49.845148,-111.324671,64.8,Premium,Fixed - Open Rack,22,35,180,0.065,0,0,0,0,28,2592,11318,25026,9712,22,6,0,48704,Ground mount solar irrigation pumps,706.39,0,101440.27,19413.34,6000.01,126853.62,0,0,0,0,32400,0,31713.405,31713.4,0,0,Pre-Approval : Application Submitted,79479,
61,61,61,61,61,61,61,7qZmKANei2TOV9s4WN6e,ESB-11460,Pre-Project,Application Information Requested,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,53.4191,-113.7108,20.8,Standard,Fixed - Roof Mount,20,14,90,0.068,665,912,1600,2303,2439,2378,2631,2263,1733,1241,737,597,19499,"Resubmitting Mar 25- If the initial application is accepted, please disregard this application. We are resubmitting becuase all our applications keep getting rejected for missing the 3D model and invoice, which we'll include this time.  It was recommended we resubmit every single application that's like this (which is a lot) by the ESB program rep we spoke to.  We apologies for any inconvenience this may cause and really appreciate your efforts, it's just really important to our customers that we get these applications in.  If you have any questions please let us know.  Thanks! Mike",226.74,0,34881.6,894,894.4,36670,0,0,0,0,10400,0,9167.5,9167.5,0,0,Pre-Project : Application Information Requested,18182.8,
62,62,62,62,62,62,62,7tLJFJgFtQHQz0WoRmaM,ESB-10106,Payment,Incentive Payment in Progress,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,50.170201,-122.0858,212.28,Standard,Fixed - Roof Mount,26,12,180,6.5,58883,44648,41600,23400,36400,26000,32500,13000,40456,88296,55224,35672,496079,Roof Mount on a sloped roof,2314.07,0,279897.2,94045.05,7012,380954.25,279897.2,94045.05,7012,380954.25,106140,106140,95238.5625,95238.56,95238.5625,95238.5625,Payment : Incentive Payment in Progress,212006.5,Long
63,63,63,63,63,63,63,8HwKP2vsidhbSD1F5q3F,ESB-11408,Pre-Approval,Application Submitted,ESB-OGZSPV-0001,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems less than 15 kW,1,Retrofit,New PV System,0,51.011923,-113.985924,10.4,Standard,Fixed - Roof Mount,14.08,4,180,0.08763,500,700,1100,1300,1592,1676,1716,1490,1087,400,300,150,12011,/,113.37,0,12000,5000,1200,18200,0,0,0,0,6760,0,4550,4550,0,0,Pre-Approval : Application Submitted,10916.4,
64,64,64,64,64,64,64,8Oe8giAstJHPDw1veBkQ,ESB-11492,Pre-Approval,Application Submitted,ESB-OGZSPV-0001,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems less than 15 kW,1,New Construction,New PV System,0,50.745123,-114.185378,14.52,Standard,Fixed - Open Rack,8.7,35,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.59,0,6304,0,0,6304,0,0,0,0,2240,0,1576,1576,0,0,Pre-Approval : Application Submitted,19503.3,
65,65,65,65,65,65,65,8jDXuWjzJzWBDv1ZuDmU,ESB-10616,Post-Project,Application Under Review,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,New Construction,New PV System,0,51.04509,-114.32485,418,Standard,Fixed - Roof Mount,10,3,180,0.08763,500,700,1100,1300,1592,1676,1716,1490,1087,400,300,150,12011,/,113.37,0,12000,5000,1200,18200,0,0,0,0,6760,0,4550,4550,0,0,Post-Project : Application Under Review,443026.3,
66,66,66,66,66,66,66,8khePsoenUnLrhWlnuxB,ESB-11013,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,50.7357,-114.2616,27.6,Standard,Fixed - Open Rack,8,45,180,0.08763,500,700,1100,1300,1592,1676,1716,1490,1087,400,300,150,12011,/,113.37,0,12000,5000,1200,18200,0,0,0,0,6760,0,4550,4550,0,0,Pre-Approval : Application Submitted,37633.3,
67,67,67,67,67,67,67,8u7CqRqYf7NSrPHqUXIg,ESB-11007,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,New Construction,New PV System,0,49.74582,-111.613393,43.2,Premium,Fixed - Open Rack,22,30,180,0.0681,0,0,0,47,668,2728,18315,10365,10360,65,14,0,42562,Solar for irrigation pivot,470.92,0,66050,30000,7500,103550,0,0,0,0,21600,0,25887.5,21600,0,0,Pre-Approval : Application Submitted,52169,
68,68,68,68,68,68,68,8vpwBFcAAaQCE8xiQV7P,ESB-10728,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,49.705736,-111.709581,58.05,Premium,Fixed - Open Rack,5,35,180,0.07,12,0,0,28,2556,8464,9388,6716,5096,928,48,0,33236,SLD to be revised after geotech investigation and foundation design,632.81,0,99990,11610,4500,116100,0,0,0,0,29025,0,29025,29025,0,0,Pre-Approval : Application Submitted,86590.2,
69,69,69,69,69,69,69,93XwAAnEaEzWmo7JI3LN,ESB-10067,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,51.09,-114.05,222.7,Premium,Fixed - Roof Mount,13.3,25,180,0.06,8600,12700,21100,25900,31700,32300,35600,29300,21000,16200,9000,6700,250100,"Have not submitted Interconnection (micro generation agreement), we are waiting to be approved under the program. Uploaded a blank form that we will update and submit once approved",2427.66,0,296116,58072,0,354188,0,0,0,0,111350,0,88547,88547,0,0,Pre-Approval : Application Submitted,281489,
70,70,70,70,70,70,70,9CUOaoxTuSwGwDajyLxW,ESB-11035,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,53.2598,-110.6941,16.56,Standard,Fixed - Open Rack,8,45,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365.43,0,4598,4202,0,8800,0,0,0,0,2200,0,2200,2200,0,0,Pre-Approval : Application Submitted,21557.7,
71,71,71,71,71,71,71,9DSEktfShcZe5tH7fPK8,ESB-10193,Payment,Incentive Payment in Progress,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,New Construction,New PV System,0,52.5013,-110.93737,50.16,Premium,Fixed - Open Rack,1.5,35,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1,0,1230.61,633.68,0,1864.29,1461.36,230.76,0,1692.12,240,240,466.0725,240,423.03,240,Payment : Incentive Payment in Progress,70130.4,
72,72,72,72,72,72,72,9L5GvhARjFUeRkEk4Uhr,ESB-10207,Pre-Approval,Application Draft Approved,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,51.05,-114.01,212.265,Premium,Fixed - Roof Mount,13.3,10,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.43,0,161.5,0,0,161.5,0,0,0,0,380,0,40.375,40.38,0,0,Pre-Approval : Application Draft Approved,243272.1,
73,73,73,73,73,73,73,9XF3y3R0Dv4HiHvgIMNF,ESB-11445,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,New Construction,New PV System,0,51.2039,-113.9272,174,Standard,Fixed - Roof Mount,20,9,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.5,0,2250.06,2058.37,74.88,4383.31,2250.06,2058.37,74.88,4383.31,1040,1040,1095.8275,1040,1095.8275,1040,Pre-Approval : Application Submitted,171178.3,
74,74,74,74,74,74,74,9ZvJO7fbtkySJEWsOVDV,ESB-11312,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,51.43391,-113.784442,33.12,Standard,Fixed - Open Rack,8,35,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58,0,275.8,218.74,0,494.54,275.8,218.74,0,494.54,80,80,123.635,80,123.635,80,Pre-Approval : Application Submitted,44156.8,
75,75,75,75,75,75,75,A8sme986318ChF7FiIeP,ESB-11019,Payment,Incentive Payment in Progress,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,50.7871481,-113.9778569,35.7,Standard,Fixed - Roof Mount,20,5,180,0.05375,356,1750,3649,4733,4930,4688,4650,4043,3753,2544,1006,250,36352,1 array,389.17,0,37093.94,13515.63,0,50609.57,37093.94,13515.63,0,50609.57,17850,17850,12652.3925,12652.39,12652.3925,12652.3925,Payment : Incentive Payment in Progress,35053.8,
76,76,76,76,76,76,76,AQz58EuWYRfh8W66yC0b,ESB-11454,Post-Project,Application Under Review,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,51.5542,-114.4438,25.8,Standard,Fixed - Roof Mount,20,14,180,0.068,818,1122,1969,2835,3001,2927,3239,2785,2133,1528,908,735,24000,"Resubmission - If the initial application is accepted, please ignore this.  We've had almost all our recent applications rejected, and the ESB Representative suggested that we re-submit all our applications again with all the info requested on the March 17th email.  This application was submitted on March 17th, so I'm not 100% sure how it will be treated, so just being extra cautious as it's really important to Mike that he gets the funding for this project.  Thanks for understanding and sorry if this causes you any additional work!",281.25,0,39873.6,10224,1022.4,51120,41260.05,10579.5,1057.95,52897.5,12000,12900,12780,12000,13224.375,12900,Post-Project : Application Under Review,26424.3,
77,77,77,77,77,77,77,ASOLs0heUutJAoOtyZGT,ESB-10493,Payment,Incentive Approved,ESB-OGZSPV-0001,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems less than 15 kW,1,Retrofit,New PV System,0,51.140556,-113.761889,7.92,Standard,Fixed - Roof Mount,23,20,90,0.06,250,400,715,900,1100,1200,1300,1000,722,528,278,200,8593,two azimuths 90 and 270,86.34,0,14500,2188,1000,17688,14287.68,2439.36,696.96,17424,5226,5148,4422,4422,4356,4356,Payment : Incentive Approved,6933.4,
78,78,78,78,78,78,78,AabY5QZHIK5e3pNbN5i3,ESB-10436,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,49.843049,-112.454584,165.54,Standard,Fixed - Open Rack,23,30,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.57,0,285.88,166,0,451.88,0,0,0,0,120,0,112.97,112.97,0,0,Pre-Approval : Application Submitted,195938.1,
79,79,79,79,79,79,79,Ai1iAVQdL97G8eFuhjGX,ESB-10103,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,53.2032,-113.7078,16.56,Standard,Fixed - Open Rack,8,45,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.88,0,4206.48,2890,750,7846.48,0,0,0,0,4000,0,3923.24,3923.24,0,0,Pre-Approval : Application Submitted,21230.5,
80,80,80,80,80,80,80,Am1WVozh2uLjhfOSMKxJ,ESB-10698,Pre-Approval,Application Submitted,ESB-OGZSPV-0001,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems less than 15 kW,1,Retrofit,New PV System,0,52.5414,-110.0248,5.52,Standard,Fixed - Open Rack,8,45,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.48,0,750,0,0,750,750,0,0,750,180,180,187.5,180,187.5,180,Pre-Approval : Application Submitted,7494.9,
81,81,81,81,81,81,81,B4jOpKnPWJFumgxdTig5,ESB-10159,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,50.7213,-111.9032,27.6,Standard,Fixed - Open Rack,8,45,180,0.06766,5100,3000,3000,5000,1600,1700,2100,1400,1700,2400,3400,4400,34800,345W Panels,300.87,0,52135.5,10692,0,62827.5,0,0,0,0,13800,0,15706.875,13800,0,0,Pre-Approval : Application Submitted,38213.1,
82,82,82,82,82,82,82,BLxqr8XBj0Htvyl1fkwx,ESB-10940,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,New Construction,New PV System,0,49.843712,-111.539886,41.3,Premium,Fixed - Open Rack,25,30,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.86,0,7892.28,3060,0,10952.28,0,0,0,0,2040,0,2738.07,2040,0,0,Pre-Approval : Application Submitted,47861.1,
83,83,83,83,83,83,83,BLzSKmkFwolZh8sJ4L77,ESB-10584,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,New Construction,New PV System,0,50.05741,-110.71078,142.8,Premium,Fixed - Roof Mount,29,5,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.86,0,7892.28,3060,0,10952.28,0,0,0,0,2040,0,2738.07,2040,0,0,Pre-Approval : Application Submitted,130964.8,
84,84,84,84,84,84,84,Bp57juNf0XNKiXLWwGWz,ESB-10800,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,53.2567,-113.4638,44.16,Standard,Fixed - Open Rack,8,45,180,0.06809,2800,2400,1440,1640,1050,1200,1300,1050,1300,2100,2880,2400,21560,345W Panels,481.39,0,83160.3,17107.2,0,100267.5,0,0,0,0,22080,0,25066.875,22080,0,0,Pre-Approval : Application Submitted,56606.9,
85,85,85,85,85,85,85,Bpyxgn3UMowcqQWLIH64,ESB-11415,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,New Construction,New PV System,0,55.27,-114.78,44.2,Premium,Fixed - Roof Mount,12,10,214,0.06809,2800,2400,1440,1640,1050,1200,1300,1050,1300,2100,2880,2400,21560,345W Panels,481.39,0,83160.3,17107.2,0,100267.5,0,0,0,0,22080,0,25066.875,22080,0,0,Pre-Approval : Application Submitted,43326.2,
86,86,86,86,86,86,86,BsH12heG8vEqt1Iog7Gp,ESB-11421,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,55.19,-118.8,76.9,Premium,Fixed - Roof Mount,12,20,180,0.07,1800,3600,7700,10600,12000,12400,12000,10200,6900,4200,2100,1300,84800,"Panels are the 425 watts from spec sheet above, as well as 15 kW inverters",838.29,0,69210,34605,11535,115350,0,0,0,0,38450,0,28837.5,28837.5,0,0,Pre-Approval : Application Submitted,81976.7,
